x,y,cell_id,land_use,population,locked,non_buildable
4,7,87,Empty,69,False,False
4,8,88,Empty,106,False,False
4,9,89,Empty,435,False,False
4,10,90,Empty,374,False,False
4,11,91,Empty,218,False,False
4,12,92,Transit,131,False,False
4,13,93,Empty,111,False,False
4,14,94,Empty,175,False,False
4,15,95,Empty,147,False,False
4,16,96,Empty,452,False,False
4,17,97,Empty,393,False,False
4,18,98,Empty,456,False,False
4,19,99,Commercial,349,False,False
5,0,100,Empty,358,False,False
5,1,101,Empty,279,False,False
5,2,102,Empty,268,False,False
5,3,103,Empty,274,False,False
5,4,104,Empty,66,False,False
5,5,105,Empty,361,False,False
5,6,106,Empty,173,False,False
5,7,107,Empty,199,False,False
5,8,108,Locked,93,True,False
5,9,109,Empty,258,False,False
5,10,110,Empty,474,False,False
5,11,111,Empty,376,False,False
5,12,112,Empty,252,False,False
5,13,113,Empty,471,False,False
5,14,114,Empty,109,False,False
5,15,115,Empty,323,False,False
5,16,116,Empty,193,False,False
5,17,117,Empty,208,False,False
5,18,118,Empty,76,False,False
5,19,119,Empty,345,False,False
6,0,120,Empty,369,False,False
6,1,121,Empty,289,False,False
6,2,122,Empty,198,False,False
6,3,123,Empty,456,False,False
6,4,124,Empty,237,False,False
6,5,125,Empty,227,False,False
6,6,126,Empty,406,False,False
6,7,127,Empty,300,False,False
6,8,128,Locked,305,True,False
6,9,129,Commercial,77,False,False
6,10,130,Empty,50,False,False
6,11,131,Commercial,112,False,False
6,12,132,Empty,474,False,False
6,13,133,Empty,492,False,False
6,14,134,Empty,295,False,False
6,15,135,Empty,142,False,False
6,16,136,Empty,342,False,False
6,17,137,Empty,113,False,False
6,18,138,Empty,125,False,False
6,19,139,Empty,160,False,False
7,0,140,Empty,100,False,False
7,1,141,Empty,251,False,False
7,2,142,Empty,185,False,False
7,3,143,Empty,483,False,False
7,4,144,Empty,299,False,False
7,5,145,Park,388,False,False
7,6,146,Empty,435,False,False
7,7,147,Empty,257,False,False
7,8,148,Empty,269,False,False
7,9,149,Empty,288,False,False
7,10,150,Empty,274,False,False
7,11,151,Empty,99,False,False
7,12,152,Empty,346,False,False
7,13,153,Empty,414,False,False
7,14,154,Empty,96,False,False
7,15,155,Empty,493,False,False
7,16,156,Empty,379,False,False
7,17,157,Locked,128,True,False
7,18,158,Empty,160,False,False
7,19,159,Empty,145,False,False
8,0,160,Empty,338,False,False
8,1,161,Empty,425,False,False
8,2,162,Empty,322,False,False
8,3,163,Empty,455,False,False
8,4,164,Empty,477,False,False
8,5,165,Empty,108,False,False
8,6,166,Empty,71,False,False
8,7,167,Empty,284,False,False
8,8,168,Empty,483,False,False
8,9,169,Empty,241,False,False
8,10,170,Empty,261,False,False
8,11,171,Empty,398,False,False
8,12,172,Empty,101,False,False
8,13,173,Empty,147,False,False
8,14,174,Empty,58,False,False
8,15,175,Hospital,157,False,False
8,16,176,Empty,136,False,False
8,17,177,Empty,138,False,False
8,18,178,Empty,417,False,False
8,19,179,Empty,189,False,False
9,0,180,Commercial,307,False,False
9,1,181,Empty,477,False,False
9,2,182,Empty,247,False,False
9,3,183,Empty,365,False,False
9,4,184,Locked,113,True,False
9,5,185,Empty,185,False,False
9,6,186,Empty,386,False,False
9,7,187,Empty,411,False,False
9,8,188,Empty,398,False,False
9,9,189,Empty,257,False,False
9,10,190,Empty,172,False,False
9,11,191,Empty,195,False,False
9,12,192,Empty,471,False,False
9,13,193,Empty,363,False,False
9,14,194,Empty,465,False,False
9,15,195,Empty,340,False,False
9,16,196,Park,348,False,False
9,17,197,Empty,98,False,False
9,18,198,Empty,86,False,False
9,19,199,Empty,72,False,False
10,0,200,School,69,False,False
10,1,201,Empty,145,False,False
10,2,202,Empty,451,False,False
10,3,203,Empty,95,False,False
10,4,204,Empty,378,False,False
10,5,205,Empty,343,False,False
10,6,206,Empty,59,False,False
10,7,207,Empty,199,False,False
10,8,208,Empty,470,False,False
10,9,209,Empty,292,False,False
10,10,210,NonBuildable,473,False,True
10,11,211,Grocery,389,False,False
10,12,212,Empty,396,False,False
10,13,213,Empty,86,False,False
10,14,214,Empty,346,False,False
10,15,215,Empty,408,False,False
10,16,216,Empty,69,False,False
10,17,217,Empty,234,False,False
10,18,218,Empty,442,False,False
10,19,219,Empty,430,False,False
11,0,220,Empty,256,False,False
11,1,221,Empty,423,False,False
11,2,222,Empty,99,False,False
11,3,223,Empty,101,False,False
11,4,224,Empty,165,False,False
11,5,225,Empty,461,False,False
11,6,226,Empty,245,False,False
11,7,227,Empty,129,False,False
11,8,228,Empty,436,False,False
11,9,229,NonBuildable,328,False,True
11,10,230,Empty,311,False,False
11,11,231,Empty,183,False,False
11,12,232,Empty,260,False,False
11,13,233,Empty,407,False,False
11,14,234,Grocery,399,False,False
11,15,235,Empty,190,False,False
11,16,236,Empty,270,False,False
11,17,237,Empty,440,False,False
11,18,238,Empty,163,False,False
11,19,239,School,94,False,False
12,0,240,Empty,55,False,False
12,1,241,Empty,450,False,False
12,2,242,Empty,247,False,False
12,3,243,Empty,358,False,False
12,4,244,Empty,426,False,False
12,5,245,Empty,368,False,False
12,6,246,Empty,460,False,False
12,7,247,Empty,389,False,False
12,8,248,Empty,409,False,False
12,9,249,Empty,151,False,False
12,10,250,Empty,203,False,False
12,11,251,Empty,175,False,False
12,12,252,Empty,86,False,False
12,13,253,Empty,193,False,False
12,14,254,Empty,263,False,False
12,15,255,Empty,324,False,False
12,16,256,Hospital,328,False,False
12,17,257,Empty,143,False,False
12,18,258,Empty,320,False,False
12,19,259,Empty,114,False,False
13,0,260,Empty,137,False,False
13,1,261,Empty,339,False,False
13,2,262,Empty,408,False,False
13,3,263,Empty,121,False,False
13,4,264,Empty,146,False,False
13,5,265,Empty,132,False,False
13,6,266,Empty,129,False,False
13,7,267,Empty,462,False,False
13,8,268,Empty,454,False,False
13,9,269,NonBuildable,396,False,True
13,10,270,School,258,False,False
13,11,271,Empty,312,False,False
13,12,272,Empty,472,False,False
13,13,273,Empty,458,False,False
13,14,274,Empty,303,False,False
13,15,275,Empty,440,False,False
13,16,276,Empty,477,False,False
13,17,277,Empty,235,False,False
13,18,278,Empty,455,False,False
13,19,279,Empty,291,False,False
14,0,280,Empty,391,False,False
14,1,281,Empty,155,False,False
14,2,282,Empty,214,False,False
14,3,283,Empty,283,False,False
14,4,284,Empty,113,False,False
14,5,285,Empty,154,False,False
14,6,286,Empty,261,False,False
14,7,287,Empty,54,False,False
14,8,288,Empty,360,False,False
14,9,289,Empty,302,False,False
14,10,290,Empty,468,False,False
14,11,291,School,172,False,False
14,12,292,Empty,305,False,False
14,13,293,Empty,161,False,False
14,14,294,Transit,89,False,False
14,15,295,Empty,240,False,False
14,16,296,Empty,135,False,False
14,17,297,Empty,307,False,False
14,18,298,Empty,485,False,False
14,19,299,Empty,351,False,False
15,0,300,Empty,206,False,False
15,1,301,Empty,329,False,False
15,2,302,Empty,214,False,False
15,3,303,Empty,387,False,False
15,4,304,Empty,260,False,False
15,5,305,Empty,142,False,False
15,6,306,NonBuildable,141,False,True
15,7,307,Empty,293,False,False
15,8,308,Empty,412,False,False
15,9,309,Empty,472,False,False
15,10,310,Locked,124,True,False
15,11,311,Empty,332,False,False
15,12,312,Empty,496,False,False
15,13,313,Transit,287,False,False
15,14,314,Empty,83,False,False
15,15,315,Empty,436,False,False
15,16,316,Empty,493,False,False
15,17,317,Empty,107,False,False
15,18,318,Empty,472,False,False
15,19,319,Empty,274,False,False
16,0,320,Empty,177,False,False
16,1,321,Empty,432,False,False
16,2,322,Empty,69,False,False
16,3,323,Empty,231,False,False
16,4,324,Empty,132,False,False
16,5,325,Empty,428,False,False
16,6,326,Empty,58,False,False
16,7,327,Empty,61,False,False
16,8,328,Empty,475,False,False
16,9,329,Empty,492,False,False
16,10,330,Empty,457,False,False
16,11,331,Empty,333,False,False
16,12,332,Empty,236,False,False
16,13,333,Empty,165,False,False
16,14,334,Empty,366,False,False
16,15,335,Empty,194,False,False
16,16,336,NonBuildable,310,False,True
16,17,337,Empty,353,False,False
16,18,338,Empty,382,False,False
16,19,339,Empty,424,False,False
17,0,340,Empty,239,False,False
17,1,341,Empty,148,False,False
17,2,342,Locked,329,True,False
17,3,343,Empty,155,False,False
17,4,344,Empty,453,False,False
17,5,345,Empty,403,False,False
17,6,346,Empty,337,False,False
17,7,347,Empty,131,False,False
17,8,348,Empty,267,False,False
17,9,349,Empty,251,False,False
17,10,350,Empty,237,False,False
17,11,351,Empty,434,False,False
17,12,352,Empty,58,False,False
17,13,353,Empty,418,False,False
17,14,354,Empty,444,False,False
17,15,355,Empty,314,False,False
17,16,356,Empty,279,False,False
17,17,357,Empty,149,False,False
17,18,358,Empty,295,False,False
17,19,359,NonBuildable,410,False,True
18,0,360,Empty,224,False,False
18,1,361,Empty,341,False,False
18,2,362,Empty,257,False,False
18,3,363,Empty,360,False,False
18,4,364,Empty,355,False,False
18,5,365,Empty,414,False,False
18,6,366,Empty,56,False,False
18,7,367,Empty,148,False,False
18,8,368,Empty,145,False,False
18,9,369,Empty,99,False,False
18,10,370,Empty,463,False,False
18,11,371,Empty,212,False,False
18,12,372,Empty,488,False,False
18,13,373,Empty,168,False,False
18,14,374,Empty,237,False,False
18,15,375,Empty,403,False,False
18,16,376,Locked,405,True,False
18,17,377,Empty,319,False,False
18,18,378,Empty,428,False,False
18,19,379,Empty,446,False,False
19,0,380,Empty,353,False,False
19,1,381,Empty,389,False,False
19,2,382,NonBuildable,236,False,True
19,3,383,Empty,478,False,False
19,4,384,Empty,302,False,False
19,5,385,Empty,500,False,False
19,6,386,Empty,465,False,False
19,7,387,Empty,85,False,False
19,8,388,Empty,356,False,False
19,9,389,Empty,302,False,False
19,10,390,Empty,140,False,False
19,11,391,Empty,444,False,False
19,12,392,Empty,269,False,False
19,13,393,Empty,304,False,False
19,14,394,Empty,220,False,False
19,15,395,Empty,349,False,False
19,16,396,Empty,213,False,False
19,17,397,Empty,92,False,False
19,18,398,Empty,309,False,False
19,19,399,Empty,143,False,False
